text,label
"अगर उन्हें 3 किलो सब्ज़ी भी चाहिए , तो उन्हें कुल कितनी सामग्री चाहिए ?",0
छुट्टी के दौरान पूजा ने चिड़ियाघर में 24 और संग्रहालय में 12 तस्वीरें लीं ।,0
अगर उसने बाद में 14 तस्वीरें हटा,1
"अगर उसने बाद में 14 तस्वीरें हटा दीं , तो उसके पास अभी भी कितनी तस्वीरें हैं ?",2
सैली ने 27 पोकेमॉन कार्ड बेच दिए ।,5
दैविक ने उसे 41 नए पोकेमॉन कार्ड दिए ।,5
सैली ने 20 पोकेमॉन कार्ड खरीदे ।,4
सैली के पास अब कितने पोकेमॉन कार्ड हैं ?,2
आज 1 भोजनालय ने दोपहर के खाने में 9 और रात के खाने में 6 पिज़्जा़ परोसे ।,1
आज कितने पिज़्जा़ परोसे गए ?,1
कमला के पास 14 चूड़ियाँ तथा विमला के पास 16 चूड़ियाँ हैं ?,2
दोनों के पास कुल कितनी चूड़ियाँ है ?,2
मालिनी के पास 33 पोकेमॉन कार्ड थे,2
मालिनी के पास 33 पोकेमॉन कार्ड थे जिनमें से 6 फटे हुए थे ।,2
सिद्धांत ने मालिनी को 23 नए पोकेमॉन कार्ड दिए ।,5
मालिनी के पास अब कितने पोकेमॉन कार्ड हैं ?,2
सिद्धांत इस साल 14 फ़ुटबॉल मैच देखने गया ।,0
सिद्धांत इस साल 14 फ़ुटबॉल मैच देखने गया ।,1
वह पिछले साल 29 मैच देखने गया था ।,0
वह पिछले साल 29 मैच देखने गया था ।,1
सिद्धांत कुल कितने फ़ुटबॉल मैच देखने गया ?,0
सिद्धांत कुल कितने फ़ुटबॉल मैच देखने गया ?,1
1 व्यापारी के पास 58 बोरी मक्का थी ।,2
उसमें से उसने 34 बोरी मक्का बेच दी ।,5
बताइए,2
"बताइए , अब व्यापारी के पास कितने बोरी मक्का बची ?",0
शॉन के पास 13 ब्लॉक थे ।,2
मिल्ड्रेड के पास 84 ब्लॉक थे ।,2
मिल्ड्रेड ने शॉन को 2 ब्लॉक दिए ।,5
मिल्ड्रेड के पास कितने ब्लॉक बचे ?,0
दाँत में दर्द होने,2
दाँत में दर्द होने के कारण साक्षी को डॉक्टर ने रोज आइसक्रीम खाने को कहा ।,1
दाँत में दर्द होने के कारण साक्षी को डॉक्टर ने रोज आइसक्रीम खाने को कहा ।,2
साक्षी 10 आइसक्रीम खरीदकर लाई ।,4
साक्षी 10 आइसक्रीम खरीदकर लाई ।,0
उसमें से 2 पिघलकर ख़राब हो गई ।,1
उसमें से 2 पिघलकर ख़राब हो गई ।,2
फिर उसने 1 आइसक्रीम खा ली ।,1
उसके पास अब कितनी आइसक्रीम बची है ?,0
बारबरा के पास 9 मिठाइयाँ थीं ।,2
उसने 18 और खरीदीं ।,4
बारबरा के पास कुल कितनी मिठाइयाँ हैं ?,2
टिम की बिल्ली के बच्चे हुए ।,2
उसने लैला को उनमें से 3 और सारा को 6 दिए ।,5
उसके पास अब 9 बिल्ली के बच्चे हैं ।,2
पहले उसके पास कितने बिल्ली के बच्चे थे ?,2
1 क्रिकेट खिलाड़ी ने टेस्ट क्रिकेट में 23030 रन बनाए,0
1 क्रिकेट खिलाड़ी ने टेस्ट क्रिकेट में 23030 रन बनाए एवं 1 दिवसीय क्रिकेट में 17499 रन बनाए ।,0
बताइए,2
बताइए दोनों खेलों में कुल कितने रन बनाए ?,0
शोभा ने 1 कार 328300 बेहतर में ख़रीदी ।,4
1220 GST लगाने,0
1220 GST लगाने पर कार की क़ीमत कितनी है ?,2
गुरप्रीत शनिवार को मॉल में कपड़े खरीदने गई थी ।,4
गुरप्रीत शनिवार को मॉल में कपड़े खरीदने गई थी ।,1
उसने ₹20 का नोट देकर,5
उसने ₹20 का नोट देकर 1 क़मीज़ पर ₹8.25 का भुगतान किया,0
उसने ₹20 का नोट देकर 1 क़मीज़ पर ₹8.25 का भुगतान किया और दूसरी क़मीज़ के लिए 9.24 रुपये वापस मिले ।,0
गुरप्रीत को बदले में कितने पैसे मिले ?,0
"1 दुकानदार ने ग्राहको को 1.500 लीटर , 5.300 लीटर व 3.400 लीटर तेल बेचा",5
"1 दुकानदार ने ग्राहको को 1.500 लीटर , 5.300 लीटर व 3.400 लीटर तेल बेचा तो उसने कुल कितना तेल बेचा ?",5
अगर एफिल टॉवर की ऊंचाई 324 मीटर है,2
"अगर एफिल टॉवर की ऊंचाई 324 मीटर है , तो यह बुर्ज खलीफा की 830 मीटर की ऊंचाई की तुलना में कितनी कम है ?",2
एलेक्सा 1 किताब पढ़ रही है ।,0
उसकी किताब में 95 पृष्ठ हैं ।,2
उसने पहले दिन 18 पृष्ठ पढ़े ।,0
"अगले दिन , एलेक्सा पढ़ना",0
"अगले दिन , एलेक्सा पढ़ना बंद नहीं कर सकी ।",0
उसने 58 पृष्ठ पढ़े ।,0
एलेक्सा को और कितने पृष्ठ पढ़ने हैं ?,0
तमन्ना के पास 21 पेंसिलें हैं ।,2
सीता के पास 25 पेंसिलें हैं ।,2
कुल मिलाकर कितनी पेंसिलें हैं ?,0
कुल मिलाकर कितनी पेंसिलें हैं ?,2
1 खेल खेलते,0
1 खेल खेलते समय राजबीर की 15 लाइव्स थीं ।,2
उसने 1 कठिन स्तर पर 8 लाइव्स गँवाईं ।,1
उसकी कितनी लाइव्स बाकी हैं ?,2
"ज़ैक फेरिस व्हील , रोलर कोस्टर और लॉग राइड की सवारी करना चाहता है ।",0
"ज़ैक फेरिस व्हील , रोलर कोस्टर और लॉग राइड की सवारी करना चाहता है ।",0
फेरिस व्हील की कीमत 2 टिकट हैं,2
"फेरिस व्हील की कीमत 2 टिकट हैं , रोलर कोस्टर की कीमत 7 टिकट हैं",2
"फेरिस व्हील की कीमत 2 टिकट हैं , रोलर कोस्टर की कीमत 7 टिकट हैं और लॉग राइड की कीमत 1 टिकट है ।",2
ज़ैक को कितने टिकट खरीदने पड़ेंगे ?,4
केट के पास 223 पैसे हैं ।,2
अरिजीत के पास 388 पैसे हैं ।,2
उनके पास कुल कितने पैसे हैं ?,2
खेल के मैदान पर 40 लड़के और 117 लड़कियाँ हैं ।,2
कुल कितने बच्चे खेल के मैदान पर हैं ?,2
1 गाँव में 24 वृक्ष लगे हैं ।,0
गाँव वालों ने 86 वृक्ष और लगा दिए ।,0
गाँव में अब कितने वृक्ष हो गए ?,2
कनिष्क ने 38 ख़रबूज़े उगाए ।,0
टिम ने 44 ख़रबूज़े उगाए ।,0
उन्होंने कुल कितने ख़रबूज़े उगाए ?,0
आमिर ने ₹250 का 1 बस्ता खरीदा,4
आमिर ने ₹250 का 1 बस्ता खरीदा तथा उसने ₹430 दुकानदार को दिए ।,5
दुकानदार उसको कितने रुपये वापिस करेगा ?,0
जैनी 0.6 मील दौड़ी,0
जैनी 0.6 मील दौड़ी और 0.4 मील चली ।,0
जेनी ने चलने,0
जेनी ने चलने की तुलना में कितना ज़्यादा दौड़ी ?,0
सैली के पास 27 पोकेमॉन कार्ड थे ।,2
दैविक के पास 41 नए पोकेमॉन कार्ड हैं ।,2
सैली ने 20 पोकेमॉन कार्ड खरीदे ।,4
सैली के पास दैविक की तुलना में कितने ज़्यादा पोकेमॉन कार्ड हैं ?,2
अथर्व को स्कूल जाने,1
अथर्व को स्कूल जाने में 98 मिनट लगते हैं ।,0
अगर वह साइकिल से स्कूल जाता,1
"अगर वह साइकिल से स्कूल जाता है , तो इससे वह 64 मिनट जल्दी पहुँचता है ।",0
अथर्व ने साइकिल से कितना समय बचाया ?,0
उमर और परी ने स्कूल के मेले के लिए अंडे के रोल बनाए ।,0
उमर ने 219 अंडे के रोल बनाए ।,0
परी ने 229 अंडे के रोल बनाए ।,0
उमर और परी ने कुल कितने अंडे के रोल बनाए ?,0
1 डिब्बे में 55 संतरे थे ।,2
डेबोरा के पास 1 बैग में 11 संतरे हैं ।,2
सूज़न ने डिब्बे से 35 संतरे निकाल लिए ।,1
डिब्बे में कितने संतरे बचे हैं ?,0
आज पाई के कितने टुकड़े परोसे,1
"आज पाई के कितने टुकड़े परोसे गए , अगर कुल मिलाकर",0
"आज पाई के कितने टुकड़े परोसे गए , अगर कुल मिलाकर 7 बिके",1
"आज पाई के कितने टुकड़े परोसे गए , अगर कुल मिलाकर 7 बिके जिनमें से कल 5 बिके थे ?",1
मिलफोर्ड झील पहले नीले रंग की,3
मिलफोर्ड झील पहले नीले रंग की थी क्योंकि इसमें केवल 809 शैवाल के पौधे थे ।,2
अब 3263 शैवाल के पौधे हैं,2
अब 3263 शैवाल के पौधे हैं और झील हरी हो गई ।,2
मिलफोर्ड झील में पहले से कितने ज़्यादा शैवाल के पौधे हैं ?,2
लिनो ने सुबह समुद्र के किनारे 324 सीपियाँ उठाईं,0
लिनो ने सुबह समुद्र के किनारे 324 सीपियाँ उठाईं और दोपहर में 292 सीपियाँ वापस रखीं ।,0
उसके पास कितनी सीपियाँ हैं ?,2
1 भोजनालय ने दोपहर में 5 केक बनाए,0
1 भोजनालय ने दोपहर में 5 केक बनाए और रात को 6 बेचे ।,5
भोजनालय ने कल 3 केक बनाए थे ।,0
कितने केक बचे हैं ?,0
संदीपा के बैंक खाते में ₹98500 है ।,2
वह अपने बैंक खाते में और कितने रुपये जमा करवाये,0
वह अपने बैंक खाते में और कितने रुपये जमा करवाये ताकि उसके खाते में कुल ₹110000 पूरे हो जायें ?,2
मुसाफ़िर के पास 82 मोती हैं ।,2
उसने 77 मोतियों की 1 माला बनाई ।,0
उसके पास कितने मोती शेष रह गए ?,0
भावना आज 8 घंटे सोई,1
भावना आज 8 घंटे सोई और कल वह थकान होने,2
भावना आज 8 घंटे सोई और कल वह थकान होने के कारण 10 घंटे सोई थी ।,1
भावना ने इन दिनों में कुल कितने घंटों की नींद ली ?,0
दैविक ने 1 साँप के खिलौने पर ₹11.76 खर्च किए,0
दैविक ने 1 साँप के खिलौने पर ₹11.76 खर्च किए और 1 पिंजरा उसे ₹14.54 का पड़ा ।,0
उसने खिलौने की तुलना में पिंजरे पर कितना अधिक खर्चा किया ?,0
वर्णिका 19.833333333333332 मील दौड़ी,0
वर्णिका 19.833333333333332 मील दौड़ी और 9.166666666666666 मील चली ।,0
वर्णिका पैदल चलने,0
वर्णिका पैदल चलने की तुलना में कितना ज़्यादा भागी ?,0
जौश के पास 16 कंचे थे ।,2
उसने 7 कंचे खो दिए ।,1
उसके पास अब कितने कंचे हैं ?,2
कबीर के पास 13 बक्से थे ।,2
अगर उसने 8 खिलौनों से भरे,0
"अगर उसने 8 खिलौनों से भरे , तो उसके पास अभी भी कितने बक्से खाली हैं ?",2
जेसन के पास 7 बैंगनी गुब्बारे और 4 लाल गुब्बारे हैं ।,2
वह और 3 बैंगनी गुब्बारे खरीदना चाहता है ।,4
वह और 3 बैंगनी गुब्बारे खरीदना चाहता है ।,0
गुब्बारे खरीदने,4
गुब्बारे खरीदने के बाद उसके पास कितने बैंगनी गुब्बारे होंगे ?,2
कर्मचारी आज 57 छोटे पेड़ लगाएँगे ।,0
कर्मचारियों का काम समाप्त होने,2
कर्मचारियों का काम समाप्त होने पर पार्क में कितने छोटे पेड़ होंगे ?,2
मेरे कुत्ते के पास 860 हड्डियाँ थीं,2
मेरे कुत्ते के पास 860 हड्डियाँ थीं और फिर उसने खोदकर,0
मेरे कुत्ते के पास 860 हड्डियाँ थीं और फिर उसने खोदकर 367 हड्डियाँ ढूँढीं,0
"मेरे कुत्ते के पास 860 हड्डियाँ थीं और फिर उसने खोदकर 367 हड्डियाँ ढूँढीं , उसके पास अब कितनी हड्डियाँ हैं ?",2
दैविक को समुद्र तट पर 56 सीपियाँ मिलीं,0
"दैविक को समुद्र तट पर 56 सीपियाँ मिलीं , उसने लैला को अपनी कुछ सीपियाँ दीं ।",5
उसके पास अब 22 सीपियाँ हैं ।,2
उसने लैला को कितनी सीपियाँ दीं ?,5
स्वाति के परिवार में 7 सदस्य हैं ।,2
उसके घर 4 मेहमान और आ गए ।,0
अब उसके घर में कितने सदस्य हो गए ?,2
लोकसभा चुनाव में विजयी प्रत्याशी को 42312 वोट मिले ।,0
उसने अपने निकटतम प्रतिद्वंद्वी को 5318 वोटों से हराया ।,1
बताइए,2
बताइए निकटतम प्रतिद्वंद्वी को कितने वोट मिले ?,0
नन्हा कछुए का बच्चा 43 साल का है ।,2
उसकी माँ 134 साल की है ।,2
माँ से नन्हा कछुआ कितने साल छोटा है ?,2
ऋषभ ने 443 फीट लम्बे लंदन आई की लास वेगास के हाई रोलर से तुलना की,0
"ऋषभ ने 443 फीट लम्बे लंदन आई की लास वेगास के हाई रोलर से तुलना की , जो 550 फीट लम्बा है ।",2
विश्व का सबसे ऊंचा फेरिस व्हील होने,2
विश्व का सबसे ऊंचा फेरिस व्हील होने के कारण हाई रोलर लंदन आई,0
विश्व का सबसे ऊंचा फेरिस व्हील होने के कारण हाई रोलर लंदन आई से कितना लंबा है ?,2
मृणाल के पास 62 केले थे ।,2
52 1 घोड़े द्वारा खाए गए ।,1
मृणाल के पास अब कितने केले होंगे ?,2
सारा के पास 3 हरे और 5 लाल कंचे हैं ।,2
अजय के पास 4 हरे कंचे हैं ।,2
कुल कितने हरे कंचे हैं ?,2
कक्षा 5 में 68 छात्र हैं,2
"कक्षा 5 में 68 छात्र हैं , आज 12 छात्र अनुपस्थित हैं",2
"कक्षा 5 में 68 छात्र हैं , आज 12 छात्र अनुपस्थित हैं बताओ",2
"कक्षा 5 में 68 छात्र हैं , आज 12 छात्र अनुपस्थित हैं बताओ कितने छात्र उपस्थित हुए ?",2
नाशपाती के पेड़ से अथर्व ने 8 नाशपाती और जेसन ने 7 नाशपाती तोड़ीं ।,1
कनिष्क ने सेब के पेड़ से 6 सेब तोड़े ।,1
कुल कितनी नाशपाती तोड़ीं गईं ?,1
डीना ने मिठाई बनाई ।,0
उसने 0.625 कप आटे और 0.25 कप चीनी का इस्तेमाल किया ।,0
डीना ने चीनी से कितने ज़्यादा आटे का इस्तेमाल किया ?,0
डाल्टन 1 कूदने की रस्सी खरीदना,4
डाल्टन 1 कूदने की रस्सी खरीदना चाहता,0
डाल्टन 1 कूदने की रस्सी खरीदना चाहता है जिसकी कीमत ₹7 है,2
"डाल्टन 1 कूदने की रस्सी खरीदना चाहता है जिसकी कीमत ₹7 है , 1 बोर्ड गेम जिसकी कीमत ₹12 है",2
"डाल्टन 1 कूदने की रस्सी खरीदना चाहता है जिसकी कीमत ₹7 है , 1 बोर्ड गेम जिसकी कीमत ₹12 है और 1 गेंद जिसकी कीमत ₹4 है ।",2
डाल्टन को कूदने,0
"डाल्टन को कूदने की रस्सी , बोर्ड गेम और गेंद खरीदने",4
"डाल्टन को कूदने की रस्सी , बोर्ड गेम और गेंद खरीदने के लिए कितने पैसों की आवश्यकता है ?",2
राधे के पास जन्मदिन की पार्टी के लिए पेपर की 61 प्लेटें थीं ।,2
उसने पहले ही 7 लाल प्लेटों को फाड़,1
उसने पहले ही 7 लाल प्लेटों को फाड़ दिया और अरिजीत से 26 नीले प्लेटें लीं ।,3
राधे के पास कुल कितनी प्लेटें होंगी ?,2
यशोदा के बगीचे में 8 आलू थे ।,2
खरगोशों ने उन आलुओं में से 3 खा लिए ।,1
यशोदा के पास अब कितने आलू हैं ?,2
मानवी के पास 217 मार्कर थे ।,3
मानवी के पास 217 मार्कर थे ।,2
रॉबर्ट ने उसे 109 मार्करऔर दिए ।,3
रॉबर्ट ने उसे 109 मार्करऔर दिए ।,5
मानवी के पास कितने मार्कर हैं ?,3
मानवी के पास कितने मार्कर हैं ?,2
1 जहाज़ में 8723 टन माल था ।,2
बहामास में नाविकों ने 5973 टन माल उतारा ।,5
जहाज़ पर कितने टन माल बचा है ?,0
ईशा की पेंसिल 31 इंच लंबी है ।,2
यदि उसने उसे छीला,1
यदि उसने उसे छीला और अब पेंसिल 14 इंच लंबी है ।,2
उसने अपनी पेंसिल को कितने इंच छीला ?,1
कुछ हिरण परिवार भी घास की कमी से बचने,0
कुछ हिरण परिवार भी घास की कमी से बचने के लिए जा रहे हैं ।,1
यदि क्षेत्र में 79 हिरण परिवार हैं,2
यदि क्षेत्र में 79 हिरण परिवार हैं और उनमें से लगभग 45 रुके हैं,2
"यदि क्षेत्र में 79 हिरण परिवार हैं और उनमें से लगभग 45 रुके हैं , तो कितने हिरण परिवार चले गए ?",0
1 क्रिकेट मैच 6 A . M . पर शुरू हुआ,2
1 क्रिकेट मैच 6 A . M . पर शुरू हुआ तथा 12 P . M . पर खत्म हुआ ।,2
मैच कुल कितने समय तक चला ?,0
श्रीमती शेरिडन के पास 22 मछलियाँ थीं ।,2
उनकी बहन ने उन्हें 47 और मछलियाँ दी ।,5
अब उनके पास कुल कितनी मछलियाँ हैं ?,2
पायल के पास 8 ड्रेस हैं ।,2
15 ड्रेसें और खरीदीं अब पायल के पास कितनी ड्रेसें हो गईं ?,2
1 दर्जी ने घागरे से 0.75 इंच और पतलून,3
1 दर्जी ने घागरे से 0.75 इंच और पतलून की जोड़ी से 0.5 इंच कपड़ा काट लिया ।,1
दर्जी ने कुल कितना कपड़ा काटा ?,1
चिराग ने बाज़ार से ₹7830 की 1 शेरवानी खरीदी,4
चिराग ने बाज़ार से ₹7830 की 1 शेरवानी खरीदी तथा ₹2746 की 1 घड़ी तथा ₹1172 की 1 बैल्ट खरीदी ।,4
उसने कुल कितने रुपये खर्च किए ?,0
अपनी पेस्ट्री की दुकान पर सामग्री की फेहरिस्त बनाते,0
"अपनी पेस्ट्री की दुकान पर सामग्री की फेहरिस्त बनाते समय , केया को पता चला",0
"अपनी पेस्ट्री की दुकान पर सामग्री की फेहरिस्त बनाते समय , केया को पता चला कि उसके पास कल बेकिंग पाउडर का 0.4 डब्बा था",2
"अपनी पेस्ट्री की दुकान पर सामग्री की फेहरिस्त बनाते समय , केया को पता चला कि उसके पास कल बेकिंग पाउडर का 0.4 डब्बा था , लेकिन आपूर्ति अब 0.3 डिब्बों पर आ गई है ।",0
केया के पास कल कितना ज़्यादा बेकिंग पाउडर था ?,2
यदि पंखों को 469 ग्राम मोम की आवश्यकता है,2
यदि पंखों को 469 ग्राम मोम की आवश्यकता है और अभी उसे 257 ग्राम और चाहिए,0
"यदि पंखों को 469 ग्राम मोम की आवश्यकता है और अभी उसे 257 ग्राम और चाहिए , तो उसके पास पहले से कितने ग्राम मोम है ?",2
सविता की माताजी बाज़ार से 19 केले लाईं ।,0
उन्होंने 4 केले सोहन को दे दिए ।,3
उन्होंने 4 केले सोहन को दे दिए ।,5
उनके पास कितने शेष रह गए ?,0
जेसन ने 46 नाशपाती तोड़े,1
जेसन ने 46 नाशपाती तोड़े और कल्पेश को 47 नाशपाती दिए,5
जेसन ने 46 नाशपाती तोड़े और कल्पेश को 47 नाशपाती दिए और अथर्व ने नाशपाती के पेड़ से जेसन को 12 नाशपाती दिए ।,5
जेसन के पास अब कितने नाशपाती हैं ?,2
बास्केटबॉल टीम का सबसे छोटा खिलाड़ी 77.75 इंच लंबा है ।,2
वह सबसे लम्बे खिलाड़ी से 9.5 इंच छोटा है ।,2
"इंचों में , सबसे लम्बे खिलाड़ी की लम्बाई क्या है ?",2
मानवी के पास 19 सीपियाँ हैं ।,2
अपने संग्रह में 25 सीपियाँ इकट्ठा करने,0
अपने संग्रह में 25 सीपियाँ इकट्ठा करने के लिए उसे कितनी और सीपियाँ खोजने की आवश्यकता है ?,0
अपने संग्रह में 25 सीपियाँ इकट्ठा करने के लिए उसे कितनी और सीपियाँ खोजने की आवश्यकता है ?,2
1 पंखे का मूल्य ₹1467 रुपये है,2
1 पंखे का मूल्य ₹1467 रुपये है और 1 कूलर का मूल्य ₹2275 रुपये है ।,2
दोनों को खरीदने,4
दोनों को खरीदने के लिए कुल कितनी राशि की ज़रूरत पड़ेगी ?,0
मंदीप की कंपनी ने खदान से संगमरमर के पत्थर खरीदे ।,4
खरीदे,4
"खरीदे गए पत्थरों का वज़न 0.3333333333333333 टन , 0.3333333333333333 टन और 0.08333333333333333 टन था ।",2
मंदीप की कंपनी ने कुल कितने टन संगमरमर खरीदा ?,4
जगत ने 7 बोतल के ढक्कन बेचे ।,3
जगत ने 7 बोतल के ढक्कन बेचे ।,5
पहले उसके पास 40 थे ।,2
अब उसके पास कितने हैं ?,2
नाशपाती के पेड़ से जेसन ने 46 नाशपाती और कल्पेश ने 47 नाशपाती तोड़े ।,1
अथर्व ने उन नाशपातियों में से 12 खा लिए ।,1
उनके पास कितने नाशपाती बचे हैं ?,0
डॉ . यशोदा पहली बार ओल्डटाउन गई,1
डॉ . यशोदा पहली बार ओल्डटाउन गई जहाँ उसने 3 अलग अलग नर्सिंग होम में ₹700 का दान किया ।,0
अगर उसने पहले होम में 245 डॉलर दिए,5
"अगर उसने पहले होम में 245 डॉलर दिए और दूसरे में ₹225 , तो उसने तीसरे होम में कितने रुपये दिए ?",5
ब्रैड के पास 17 गुब्बारे हैं ।,2
8 गुब्बारे लाल हैं,2
8 गुब्बारे लाल हैं और बाकी हरे हैं ।,2
ब्रैड के पास कितने हरे गुब्बारे हैं ?,2
1 व्यक्ति के पास 63 भेड़ें है ।,2
उसने अपने 3 बच्चों में उनका बँटवारा किया ।,0
पहले बेटे को 22 भेड़ें मिलीं,0
पहले बेटे को 22 भेड़ें मिलीं और दूसरे बेटे को 21 भेड़ें मिलीं,0
"पहले बेटे को 22 भेड़ें मिलीं और दूसरे बेटे को 21 भेड़ें मिलीं , तो तीसरे बेटे को कितनी भेड़ें मिलीं ?",0
नीरज ने विद्यालय की पानी की 1000 लीटर की टंकी में से 750 लीटर पानी पौधों में डाल,0
नीरज ने विद्यालय की पानी की 1000 लीटर की टंकी में से 750 लीटर पानी पौधों में डाल दिया तो टंकी में कितना पानी शेष बचेगा ?,0
1 टिकट की कीमत ₹0.34 है ।,2
2 टिकटों की कीमत ₹0.68 है ।,2
3 टिकटों की कीमत ₹1.02 है ।,2
यदि हर टिकट की लागत समान है,2
"यदि हर टिकट की लागत समान है , तो 4 टिकटों की लागत कितनी होगी ?",2
मालिनी के पास 9 पीले कंचे हैं ।,2
जागृति के पास 3 पीले कंचे हैं ।,2
उनके पास कुल कितने पीले कंचे हैं ?,2
जागृति ने बगीचे से 43 सेब तोड़े,1
जागृति ने बगीचे से 43 सेब तोड़े और मैलनी को उनमें से 27 सेब दिए ।,5
जागृति के पास अब कितने सेब हैं ?,2
जागृति ने ₹14.88 की खिलौना कारें खरीदीं,4
"जागृति ने ₹14.88 की खिलौना कारें खरीदीं , ₹4.88 का 1 स्केटबोर्ड और ₹5.86 के कुछ खिलौना ट्रक लौटाए ।",1
उसने पैंट पर ₹14.55 खर्च किए ।,0
कुल मिलाकर,0
"कुल मिलाकर , जागृति ने खिलौनों पर कितना खर्चा किया ?",0
काइली सिक्के एकत्रित कर रही थी ।,0
उसे अपने गुल्लक से 15 सिक्के और अपने भाई से 13 सिक्के मिले ।,0
काइली ने अपनी दोस्त लौरा को 21 सिक्के दिए ।,5
काइली के पास कितने सिक्के बचे ?,0
अगले दिन उसके दोस्त आ,0
अगले दिन उसके दोस्त आ रहे हैं इसलिए उसने कुछ जलपान भी खरीदे ।,4
अगर उसके पास जलपान ख़रीदने,4
अगर उसके पास जलपान ख़रीदने के बाद ₹50 बचे ।,0
और पहले उसके पास ₹69 थे ।,2
उसने जलपान पर कितना खर्चा किया ?,0
विष्णु के पास 5 रुपये थे ।,2
उसने दुकान में 1 नया गेम खरीदने,4
उसने दुकान में 1 नया गेम खरीदने के लिए ₹2 खर्च किए ।,0
उसे अपने भत्ते में 5 रुपये मिले,0
"उसे अपने भत्ते में 5 रुपये मिले , तो उसके पास अब कितने रुपये हैं ?",2
मिल्ड्रेड ने 77 संतरे एकत्रित किए ।,0
मिल्ड्रेड के पिता ने मिल्ड्रेड को 2 संतरे और दिए ।,5
मिल्ड्रेड के पास कितने संतरे हैं ?,2
1 कक्षा में 62 विद्यार्थी हैं ।,2
जिनमें से 21 विद्यार्थियों ने दौड़ में हिस्सा लिया ।,0
कितने विद्यार्थियों ने दौड़ में भाग नहीं लिया ?,0
गाँव श्रीमाधोपुर की जनसंख्या 579 है ।,2
इनमें से पुरुष तथा बच्चों की संख्या 271 है ।,2
तो बताइए,2
तो बताइए गाँव में महिलाओं की संख्या कितनी है ?,2
नैन्सी ने 6 आलू उगाए ।,0
गुरप्रीत ने 7 आलू उगाए ।,0
उन्होंने कुल कितने आलू उगाए ?,0
भागीरथ ने सोमवार को 47 दीपक और मंगलवार को 31 दीपक बेचे ।,5
बताइए,2
"बताइए , दोनों दिनों में भागीरथ ने कितने दीपक बेचे ?",5
लैला ने 8 सीपियाँ खोजीं ।,0
उसने जागृति को 6 सीपियाँ दीं ।,5
लैला के पास कितनी सीपियाँ बचीं ?,0
अक्षिता का रिब्बन 18 शार्पनर जितना लंबा है,2
अक्षिता का रिब्बन 18 शार्पनर जितना लंबा है और काजल का रिब्बन 12 शार्पनर जितना लंबा है,2
अक्षिता का रिब्बन 18 शार्पनर जितना लंबा है और काजल का रिब्बन 12 शार्पनर जितना लंबा है दोनों रिब्बनों की कुल लंबाई कितनी होगी ?,2
चैरिटी के लिए कुछ पैसे जुटाने,0
चैरिटी के लिए कुछ पैसे जुटाने में स्कूल की मदद करने,0
चैरिटी के लिए कुछ पैसे जुटाने में स्कूल की मदद करने के लिए शिवम और उसके दोस्त 1 रीसाइक्लिंग परियोजना शुरू कर रहे हैं ।,0
उन्हें विभिन्न चीज़ों को इकट्ठा करने,0
उन्हें विभिन्न चीज़ों को इकट्ठा करने और उनसे उपयोगी सामान बनाने,0
उन्हें विभिन्न चीज़ों को इकट्ठा करने और उनसे उपयोगी सामान बनाने का काम सौंपा गया ।,5
यदि शिवम ने 25 दूध की बोतलें इकट्ठा कीं,0
यदि शिवम ने 25 दूध की बोतलें इकट्ठा कीं और अरिजीत ने 20 दूध की बोतलें इकट्ठा कीं,0
"यदि शिवम ने 25 दूध की बोतलें इकट्ठा कीं और अरिजीत ने 20 दूध की बोतलें इकट्ठा कीं , तो उनके पास रीसाइक्लिंग के लिए कितनी दूध की बोतलें हैं ?",2
केक मीठा हो,2
केक मीठा हो इसलिए उसे 450 ग्राम चीनी की आवश्यकता है ।,2
अगर उसके पास घर में 287 ग्राम चीनी है,2
"अगर उसके पास घर में 287 ग्राम चीनी है , तो उसे कितनी अतिरिक्त चीनी की आवश्यकता है ?",2
कल्पेश ने 6 शलजम उगाए ।,0
ओजस्वी ने 9 शलजम उगाए ।,0
उन्होंने कुल कितने शलजम उगाए ?,0
वर्तमान में पार्क में 22 अखरोट के पेड़ हैं ।,2
पार्क कर्मी आज अखरोट के पेड़ लगाएँगे ।,0
जब कर्मचारियों का काम समाप्त होगा,2
जब कर्मचारियों का काम समाप्त होगा तो पार्क में 55 ज़्यादा अखरोट के पेड़ होंगे ।,2
आज के बाद पार्क में कितने अखरोट के पेड़ होंगे ?,2
1 नुस्खे का ध्यानपूर्वक पालन करते,0
"1 नुस्खे का ध्यानपूर्वक पालन करते हुए , केनी ने ठीक 0.16666666666666666 कप तेल और 1.1666666666666667 कप पानी का इस्तेमाल किया ।",0
केनी ने कुल कितने कप तरल का प्रयोग किया ?,0
माधव ने बाज़ार में 88 कप ख़रीदे,4
माधव ने बाज़ार में 88 कप ख़रीदे परंतु घर आने,0
माधव ने बाज़ार में 88 कप ख़रीदे परंतु घर आने पर उसने देखा,0
माधव ने बाज़ार में 88 कप ख़रीदे परंतु घर आने पर उसने देखा कि 6 कप टूट गए ।,1
माधव के पास कुल कितने ठीक कप हैं ?,2
हरीश के पास ₹54 थे ।,2
बाद में उसने अपने कुछ पुराने खिलौने बेचकर 2 रुपये कमाए ।,5
बाद में उसने अपने कुछ पुराने खिलौने बेचकर 2 रुपये कमाए ।,0
उसके पास कुल कितना पैसा है ?,2
